GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B18001,B2Y001
"G1900150","1950","Iowa","190","Boone","0150","Boone","31","150",28139,"Decrease 0% to 19%"
"G1900170","1950","Iowa","190","Bremer","0170","Bremer","31","170",18884,"Increase 0% to 19%"
"G1900190","1950","Iowa","190","Buchanan","0190","Buchanan","31","190",21927,"Increase 0% to 19%"
"G1900210","1950","Iowa","190","Buena Vista","0210","Buena Vista","31","210",21113,"Increase 0% to 19%"
"G1900230","1950","Iowa","190","Butler","0230","Butler","31","230",17394,"Decrease 0% to 19%"
"G1900250","1950","Iowa","190","Calhoun","0250","Calhoun","31","250",16925,"Decrease 0% to 19%"
"G1900270","1950","Iowa","190","Carroll","0270","Carroll","31","270",23065,"Increase 0% to 19%"
"G1900290","1950","Iowa","190","Cass","0290","Cass","31","290",18532,"Decrease 0% to 19%"
"G1900310","1950","Iowa","190","Cedar","0310","Cedar","31","310",16910,"Increase 0% to 19%"
"G1900330","1950","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",46053,"Increase 0% to 19%"
"G1900350","1950","Iowa","190","Cherokee","0350","Cherokee","31","350",19052,"Decrease 0% to 19%"
"G1900370","1950","Iowa","190","Chickasaw","0370","Chickasaw","31","370",15228,"No change"
"G1900390","1950","Iowa","190","Clarke","0390","Clarke","31","390",9369,"Decrease 0% to 19%"
"G1900410","1950","Iowa","190","Clay","0410","Clay","31","410",18103,"Increase 0% to 19%"
"G1900430","1950","Iowa","190","Clayton","0430","Clayton","31","430",22522,"Decrease 0% to 19%"
"G1900450","1950","Iowa","190","Clinton","0450","Clinton","31","450",49664,"Increase 0% to 19%"
"G1900470","1950","Iowa","190","Crawford","0470","Crawford","31","470",19741,"Decrease 0% to 19%"
"G1900490","1950","Iowa","190","Dallas","0490","Dallas","31","490",23661,"Decrease 0% to 19%"
"G1900510","1950","Iowa","190","Davis","0510","Davis","31","510",9959,"Decrease 0% to 19%"
"G1900530","1950","Iowa","190","Decatur","0530","Decatur","31","530",12601,"Decrease 0% to 19%"
"G1900550","1950","Iowa","190","Delaware","0550","Delaware","31","550",17734,"Decrease 0% to 19%"
"G1900570","1950","Iowa","190","Des Moines","0570","Des Moines","31","570",42056,"Increase 0% to 19%"
"G1900590","1950","Iowa","190","Dickinson","0590","Dickinson","31","590",12756,"Increase 0% to 19%"
"G1900610","1950","Iowa","190","Dubuque","0610","Dubuque","31","610",71337,"Increase 0% to 19%"
"G1900630","1950","Iowa","190","Emmet","0630","Emmet","31","630",14102,"Increase 0% to 19%"
"G1900650","1950","Iowa","190","Fayette","0650","Fayette","31","650",28294,"Decrease 0% to 19%"
"G1900670","1950","Iowa","190","Floyd","0670","Floyd","31","670",21505,"Increase 0% to 19%"
"G1900690","1950","Iowa","190","Franklin","0690","Franklin","31","690",16268,"Decrease 0% to 19%"
"G1900710","1950","Iowa","190","Fremont","0710","Fremont","31","710",12323,"Decrease 0% to 19%"
"G1900730","1950","Iowa","190","Greene","0730","Greene","31","730",15544,"Decrease 0% to 19%"
"G1900750","1950","Iowa","190","Grundy","0750","Grundy","31","750",13722,"Increase 0% to 19%"
"G1900770","1950","Iowa","190","Guthrie","0770","Guthrie","31","770",15197,"Decrease 0% to 19%"
"G1900790","1950","Iowa","190","Hamilton","0790","Hamilton","31","790",19660,"Decrease 0% to 19%"
"G1900810","1950","Iowa","190","Hancock","0810","Hancock","31","810",15077,"Decrease 0% to 19%"
"G1900830","1950","Iowa","190","Hardin","0830","Hardin","31","830",22218,"Decrease 0% to 19%"
"G1900850","1950","Iowa","190","Harrison","0850","Harrison","31","850",19560,"Decrease 0% to 19%"
"G1900870","1950","Iowa","190","Henry","0870","Henry","31","870",18708,"Increase 0% to 19%"
"G1900890","1950","Iowa","190","Howard","0890","Howard","31","890",13105,"Decrease 0% to 19%"
"G1900910","1950","Iowa","190","Humboldt","0910","Humboldt","31","910",13117,"Decrease 0% to 19%"
"G1900930","1950","Iowa","190","Ida","0930","Ida","31","930",10697,"Decrease 0% to 19%"
"G1900950","1950","Iowa","190","Iowa","0950","Iowa","31","950",15835,"Decrease 0% to 19%"
"G1900970","1950","Iowa","190","Jackson","0970","Jackson","31","970",18622,"Decrease 0% to 19%"
"G1900990","1950","Iowa","190","Jasper","0990","Jasper","31","990",32305,"Increase 0% to 19%"
"G1901010","1950","Iowa","190","Jefferson","1010","Jefferson","31","1010",15696,"Decrease 0% to 19%"
"G1901030","1950","Iowa","190","Johnson","1030","Johnson","31","1030",45756,"Increase 20% to 39%"
"G1901050","1950","Iowa","190","Jones","1050","Jones","31","1050",19401,"Decrease 0% to 19%"
"G1901070","1950","Iowa","190","Keokuk","1070","Keokuk","31","1070",16797,"Decrease 0% to 19%"
"G1901090","1950","Iowa","190","Kossuth","1090","Kossuth","31","1090",26241,"Decrease 0% to 19%"
"G1901110","1950","Iowa","190","Lee","1110","Lee","31","1110",43102,"Increase 0% to 19%"
"G1901130","1950","Iowa","190","Linn","1130","Linn","31","1130",104274,"Increase 0% to 19%"
"G1901150","1950","Iowa","190","Louisa","1150","Louisa","31","1150",11101,"Decrease 0% to 19%"
"G1901170","1950","Iowa","190","Lucas","1170","Lucas","31","1170",12069,"Decrease 0% to 19%"
"G1901190","1950","Iowa","190","Lyon","1190","Lyon","31","1190",14697,"Decrease 0% to 19%"
"G1901210","1950","Iowa","190","Madison","1210","Madison","31","1210",13131,"Decrease 0% to 19%"
"G1901230","1950","Iowa","190","Mahaska","1230","Mahaska","31","1230",24672,"Decrease 0% to 19%"
"G1901250","1950","Iowa","190","Marion","1250","Marion","31","1250",25930,"Decrease 0% to 19%"
"G1901270","1950","Iowa","190","Marshall","1270","Marshall","31","1270",35611,"Increase 0% to 19%"
"G1901290","1950","Iowa","190","Mills","1290","Mills","31","1290",14064,"Decrease 0% to 19%"
"G1901310","1950","Iowa","190","Mitchell","1310","Mitchell","31","1310",13945,"Decrease 0% to 19%"
"G1901330","1950","Iowa","190","Monona","1330","Monona","31","1330",16303,"Decrease 0% to 19%"
"G1901350","1950","Iowa","190","Monroe","1350","Monroe","31","1350",11814,"Decrease 0% to 19%"
"G1901370","1950","Iowa","190","Montgomery","1370","Montgomery","31","1370",15685,"Decrease 0% to 19%"
"G1901390","1950","Iowa","190","Muscatine","1390","Muscatine","31","1390",32148,"Increase 0% to 19%"
"G1901410","1950","Iowa","190","O Brien","1410","O Brien","31","1410",18970,"Decrease 0% to 19%"
"G1901430","1950","Iowa","190","Osceola","1430","Osceola","31","1430",10181,"Decrease 0% to 19%"
"G1901450","1950","Iowa","190","Page","1450","Page","31","1450",23921,"Decrease 0% to 19%"
"G1901470","1950","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",15891,"Decrease 0% to 19%"
"G1901490","1950","Iowa","190","Plymouth","1490","Plymouth","31","1490",23252,"Decrease 0% to 19%"
"G1901510","1950","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",15496,"Decrease 0% to 19%"
"G1901530","1950","Iowa","190","Polk","1530","Polk","31","1530",226010,"Increase 0% to 19%"
"G1901550","1950","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",69682,"Increase 0% to 19%"
"G1901570","1950","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",19344,"Increase 0% to 19%"
"G1901590","1950","Iowa","190","Ringgold","1590","Ringgold","31","1590",9528,"Decrease 0% to 19%"
"G1901610","1950","Iowa","190","Sac","1610","Sac","31","1610",17518,"Decrease 0% to 19%"
"G1901630","1950","Iowa","190","Scott","1630","Scott","31","1630",100698,"Increase 0% to 19%"
"G1901650","1950","Iowa","190","Shelby","1650","Shelby","31","1650",15942,"Decrease 0% to 19%"
"G1901670","1950","Iowa","190","Sioux","1670","Sioux","31","1670",26381,"Decrease 0% to 19%"
"G1901690","1950","Iowa","190","Story","1690","Story","31","1690",44294,"Increase 20% to 39%"
"G1901710","1950","Iowa","190","Tama","1710","Tama","31","1710",21688,"Decrease 0% to 19%"
"G1901730","1950","Iowa","190","Taylor","1730","Taylor","31","1730",12420,"Decrease 0% to 19%"
"G1901750","1950","Iowa","190","Union","1750","Union","31","1750",15651,"Decrease 0% to 19%"
"G1901770","1950","Iowa","190","Van Buren","1770","Van Buren","31","1770",11007,"Decrease 0% to 19%"
"G1901790","1950","Iowa","190","Wapello","1790","Wapello","31","1790",47397,"Increase 0% to 19%"
"G1901810","1950","Iowa","190","Warren","1810","Warren","31","1810",17758,"Increase 0% to 19%"
"G1901830","1950","Iowa","190","Washington","1830","Washington","31","1830",19557,"Decrease 0% to 19%"
"G1901850","1950","Iowa","190","Wayne","1850","Wayne","31","1850",11737,"Decrease 0% to 19%"
"G1901870","1950","Iowa","190","Webster","1870","Webster","31","1870",44241,"Increase 0% to 19%"
"G1901890","1950","Iowa","190","Winnebago","1890","Winnebago","31","1890",13450,"Decrease 0% to 19%"
"G1901910","1950","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",21639,"Decrease 0% to 19%"
"G1901930","1950","Iowa","190","Woodbury","1930","Woodbury","31","1930",103917,"Increase 0% to 19%"
"G1901950","1950","Iowa","190","Worth","1950","Worth","31","1950",11068,"Decrease 0% to 19%"
"G1901970","1950","Iowa","190","Wright","1970","Wright","31","1970",19652,"Decrease 0% to 19%"
"G2000010","1950","Kansas","200","Allen","0010","Allen","32","10",18187,"Decrease 0% to 19%"
"G2000030","1950","Kansas","200","Anderson","0030","Anderson","32","30",10267,"Decrease 0% to 19%"
"G2000050","1950","Kansas","200","Atchison","0050","Atchison","32","50",21496,"Decrease 0% to 19%"
"G2000070","1950","Kansas","200","Barber","0070","Barber","32","70",8521,"Decrease 0% to 19%"
"G2000090","1950","Kansas","200","Barton","0090","Barton","32","90",29909,"Increase 0% to 19%"
"G2000110","1950","Kansas","200","Bourbon","0110","Bourbon","32","110",19153,"Decrease 0% to 19%"
"G2000130","1950","Kansas","200","Brown","0130","Brown","32","130",14651,"Decrease 0% to 19%"
"G2000150","1950","Kansas","200","Butler","0150","Butler","32","150",31001,"Decrease 0% to 19%"
"G2000170","1950","Kansas","200","Chase","0170","Chase","32","170",4831,"Decrease 20% to 39%"
"G2000190","1950","Kansas","200","Chautauqua","0190","Chautauqua","32","190",7376,"Decrease 20% to 39%"
"G2000210","1950","Kansas","200","Cherokee","0210","Cherokee","32","210",25144,"Decrease 0% to 19%"
"G2000230","1950","Kansas","200","Cheyenne","0230","Cheyenne","32","230",5668,"Decrease 0% to 19%"
"G2000250","1950","Kansas","200","Clark","0250","Clark","32","250",3946,"Decrease 0% to 19%"
"G2000270","1950","Kansas","200","Clay","0270","Clay","32","270",11697,"Decrease 0% to 19%"
"G2000290","1950","Kansas","200","Cloud","0290","Cloud","32","290",16104,"Decrease 0% to 19%"
"G2000310","1950","Kansas","200","Coffey","0310","Coffey","32","310",10408,"Decrease 0% to 19%"
"G2000330","1950","Kansas","200","Comanche","0330","Comanche","32","330",3888,"Decrease 0% to 19%"
"G2000350","1950","Kansas","200","Cowley","0350","Cowley","32","350",36905,"Decrease 0% to 19%"
"G2000370","1950","Kansas","200","Crawford","0370","Crawford","32","370",40231,"Decrease 0% to 19%"
"G2000390","1950","Kansas","200","Decatur","0390","Decatur","32","390",6185,"Decrease 0% to 19%"
"G2000410","1950","Kansas","200","Dickinson","0410","Dickinson","32","410",21190,"Decrease 0% to 19%"
"G2000430","1950","Kansas","200","Doniphan","0430","Doniphan","32","430",10499,"Decrease 0% to 19%"
"G2000450","1950","Kansas","200","Douglas","0450","Douglas","32","450",34086,"Increase 20% to 39%"
"G2000470","1950","Kansas","200","Edwards","0470","Edwards","32","470",5936,"Decrease 0% to 19%"
"G2000490","1950","Kansas","200","Elk","0490","Elk","32","490",6679,"Decrease 0% to 19%"
"G2000510","1950","Kansas","200","Ellis","0510","Ellis","32","510",19043,"Increase 0% to 19%"
"G2000530","1950","Kansas","200","Ellsworth","0530","Ellsworth","32","530",8465,"Decrease 0% to 19%"
"G2000550","1950","Kansas","200","Finney","0550","Finney","32","550",15092,"Increase 40% to 59%"
"G2000570","1950","Kansas","200","Ford","0570","Ford","32","570",19670,"Increase 0% to 19%"
"G2000590","1950","Kansas","200","Franklin","0590","Franklin","32","590",19928,"Decrease 0% to 19%"
"G2000610","1950","Kansas","200","Geary","0610","Geary","32","610",21671,"Increase 40% to 59%"
"G2000630","1950","Kansas","200","Gove","0630","Gove","32","630",4447,"Decrease 0% to 19%"
"G2000650","1950","Kansas","200","Graham","0650","Graham","32","650",5020,"Decrease 0% to 19%"
"G2000670","1950","Kansas","200","Grant","0670","Grant","32","670",4638,"Increase 100% or more"
"G2000690","1950","Kansas","200","Gray","0690","Gray","32","690",4894,"Increase 0% to 19%"
"G2000710","1950","Kansas","200","Greeley","0710","Greeley","32","710",2010,"Increase 20% to 39%"
"G2000730","1950","Kansas","200","Greenwood","0730","Greenwood","32","730",13574,"Decrease 0% to 19%"
"G2000750","1950","Kansas","200","Hamilton","0750","Hamilton","32","750",3696,"Increase 20% to 39%"
"G2000770","1950","Kansas","200","Harper","0770","Harper","32","770",10263,"Decrease 0% to 19%"
"G2000790","1950","Kansas","200","Harvey","0790","Harvey","32","790",21698,"Decrease 0% to 19%"
"G2000810","1950","Kansas","200","Haskell","0810","Haskell","32","810",2606,"Increase 20% to 39%"
"G2000830","1950","Kansas","200","Hodgeman","0830","Hodgeman","32","830",3310,"Decrease 0% to 19%"
"G2000850","1950","Kansas","200","Jackson","0850","Jackson","32","850",11098,"Decrease 0% to 19%"
"G2000870","1950","Kansas","200","Jefferson","0870","Jefferson","32","870",11084,"Decrease 0% to 19%"
"G2000890","1950","Kansas","200","Jewell","0890","Jewell","32","890",9698,"Decrease 0% to 19%"
"G2000910","1950","Kansas","200","Johnson","0910","Johnson","32","910",62783,"Increase 80% to 99%"
"G2000930","1950","Kansas","200","Kearny","0930","Kearny","32","930",3492,"Increase 20% to 39%"
"G2000950","1950","Kansas","200","Kingman","0950","Kingman","32","950",10324,"Decrease 0% to 19%"
"G2000970","1950","Kansas","200","Kiowa","0970","Kiowa","32","970",4743,"Decrease 0% to 19%"
"G2000990","1950","Kansas","200","Labette","0990","Labette","32","990",29285,"Decrease 0% to 19%"
"G2001010","1950","Kansas","200","Lane","1010","Lane","32","1010",2808,"Decrease 0% to 19%"
"G2001030","1950","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",42361,"Increase 0% to 19%"
"G2001050","1950","Kansas","200","Lincoln","1050","Lincoln","32","1050",6643,"Decrease 20% to 39%"
"G2001070","1950","Kansas","200","Linn","1070","Linn","32","1070",10053,"Decrease 0% to 19%"
"G2001090","1950","Kansas","200","Logan","1090","Logan","32","1090",4206,"Increase 0% to 19%"
"G2001110","1950","Kansas","200","Lyon","1110","Lyon","32","1110",26576,"Increase 0% to 19%"
"G2001130","1950","Kansas","200","McPherson","1130","Mcpherson","32","1130",23670,"Decrease 0% to 19%"
"G2001150","1950","Kansas","200","Marion","1150","Marion","32","1150",16307,"Decrease 0% to 19%"
"G2001170","1950","Kansas","200","Marshall","1170","Marshall","32","1170",17926,"Decrease 0% to 19%"
"G2001190","1950","Kansas","200","Meade","1190","Meade","32","1190",5710,"Increase 0% to 19%"
"G2001210","1950","Kansas","200","Miami","1210","Miami","32","1210",19698,"Increase 0% to 19%"
"G2001230","1950","Kansas","200","Mitchell","1230","Mitchell","32","1230",10320,"Decrease 0% to 19%"
"G2001250","1950","Kansas","200","Montgomery","1250","Montgomery","32","1250",46487,"Decrease 0% to 19%"
"G2001270","1950","Kansas","200","Morris","1270","Morris","32","1270",8485,"Decrease 0% to 19%"
"G2001290","1950","Kansas","200","Morton","1290","Morton","32","1290",2610,"Increase 0% to 19%"
"G2001310","1950","Kansas","200","Nemaha","1310","Nemaha","32","1310",14341,"Decrease 0% to 19%"
"G2001330","1950","Kansas","200","Neosho","1330","Neosho","32","1330",20348,"Decrease 0% to 19%"
"G2001350","1950","Kansas","200","Ness","1350","Ness","32","1350",6322,"Decrease 0% to 19%"
"G2001370","1950","Kansas","200","Norton","1370","Norton","32","1370",8808,"Decrease 0% to 19%"
"G2001390","1950","Kansas","200","Osage","1390","Osage","32","1390",12811,"Decrease 0% to 19%"
"G2001410","1950","Kansas","200","Osborne","1410","Osborne","32","1410",8558,"Decrease 0% to 19%"
"G2001430","1950","Kansas","200","Ottawa","1430","Ottawa","32","1430",7265,"Decrease 20% to 39%"
"G2001450","1950","Kansas","200","Pawnee","1450","Pawnee","32","1450",11041,"Increase 0% to 19%"
"G2001470","1950","Kansas","200","Phillips","1470","Phillips","32","1470",9273,"Decrease 0% to 19%"
"G2001490","1950","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",12344,"Decrease 0% to 19%"
"G2001510","1950","Kansas","200","Pratt","1510","Pratt","32","1510",12156,"Decrease 0% to 19%"
"G2001530","1950","Kansas","200","Rawlins","1530","Rawlins","32","1530",5728,"Decrease 0% to 19%"
"G2001550","1950","Kansas","200","Reno","1550","Reno","32","1550",54058,"Increase 0% to 19%"
"G2001570","1950","Kansas","200","Republic","1570","Republic","32","1570",11478,"Decrease 0% to 19%"
"G2001590","1950","Kansas","200","Rice","1590","Rice","32","1590",15635,"Decrease 0% to 19%"
"G2001610","1950","Kansas","200","Riley","1610","Riley","32","1610",33405,"Increase 60% to 79%"
"G2001630","1950","Kansas","200","Rooks","1630","Rooks","32","1630",9043,"Increase 0% to 19%"
"G2001650","1950","Kansas","200","Rush","1650","Rush","32","1650",7231,"Decrease 0% to 19%"
"G2001670","1950","Kansas","200","Russell","1670","Russell","32","1670",13406,"Decrease 0% to 19%"
"G2001690","1950","Kansas","200","Saline","1690","Saline","32","1690",33409,"Increase 0% to 19%"
"G2001710","1950","Kansas","200","Scott","1710","Scott","32","1710",4921,"Increase 20% to 39%"
"G2001730","1950","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",222290,"Increase 40% to 59%"
"G2001750","1950","Kansas","200","Seward","1750","Seward","32","1750",9972,"Increase 40% to 59%"
