GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A3Y001,A3Y002
"G5107100","1910","Virginia","510","Norfolk City","7100","Norfolk City","40","7100",67452,51612
"G5107300","1910","Virginia","510","Petersburg City","7300","Petersburg City","40","7300",24127,21810
"G5107400","1910","Virginia","510","Portsmouth City","7400","Portsmouth City","40","7400",33190,17427
"G5107500","1910","Virginia","510","Radford City","7500","Radford City","40","7500",4202,3344
"G5107600","1910","Virginia","510","Richmond City","7600","Richmond City","40","7600",127628,94765
"G5107700","1910","Virginia","510","Roanoke City","7700","Roanoke City","40","7700",34874,21495
"G5107900","1910","Virginia","510","Staunton City","7900","Staunton City","40","7900",10604,7289
"G5108300","1910","Virginia","510","Williamsburg City","8300","Williamsburg City","40","8300",,
"G5108400","1910","Virginia","510","Winchester City","8400","Winchester City","40","8400",5864,5161
"G5300010","1910","Washington","530","Adams","0010","Adams","73","10",10920,4840
"G5300030","1910","Washington","530","Asotin","0030","Asotin","73","30",5831,3366
"G5300050","1910","Washington","530","Benton","0050","Benton","73","50",7937,
"G5300055","1910","Washington","530","Chehalis","0055","Chehalis","73","270",35590,15124
"G5300070","1910","Washington","530","Chelan","0070","Chelan","73","70",15104,3931
"G5300090","1910","Washington","530","Clallam","0090","Clallam","73","90",6755,5603
"G5300110","1910","Washington","530","Clark","0110","Clark","73","110",26115,13419
"G5300130","1910","Washington","530","Columbia","0130","Columbia","73","130",7042,7128
"G5300150","1910","Washington","530","Cowlitz","0150","Cowlitz","73","150",12561,7877
"G5300170","1910","Washington","530","Douglas","0170","Douglas","73","170",9227,
"G5300190","1910","Washington","530","Ferry","0190","Ferry","73","190",4800,4562
"G5300210","1910","Washington","530","Franklin","0210","Franklin","73","210",5153,486
"G5300230","1910","Washington","530","Garfield","0230","Garfield","73","230",4199,3918
"G5300250","1910","Washington","530","Grant","0250","Grant","73","250",8698,
"G5300290","1910","Washington","530","Island","0290","Island","73","290",4704,1870
"G5300310","1910","Washington","530","Jefferson","0310","Jefferson","73","310",8337,5712
"G5300330","1910","Washington","530","King","0330","King","73","330",284638,110053
"G5300350","1910","Washington","530","Kitsap","0350","Kitsap","73","350",17647,6767
"G5300370","1910","Washington","530","Kittitas","0370","Kittitas","73","370",18561,9704
"G5300390","1910","Washington","530","Klickitat","0390","Klikatat","73","390",10180,
"G5300410","1910","Washington","530","Lewis","0410","Lewis","73","410",32127,15157
"G5300430","1910","Washington","530","Lincoln","0430","Lincoln","73","430",17539,11969
"G5300450","1910","Washington","530","Mason","0450","Mason","73","450",5156,3810
"G5300470","1910","Washington","530","Okanogan","0470","Okanogan","73","470",12887,4689
"G5300490","1910","Washington","530","Pacific","0490","Pacific","73","490",12532,5983
"G5300530","1910","Washington","530","Pierce","0530","Pierce","73","530",120812,55515
"G5300550","1910","Washington","530","San Juan","0550","San Juan","73","550",3603,2928
"G5300570","1910","Washington","530","Skagit","0570","Skagit","73","570",29241,14272
"G5300590","1910","Washington","530","Skamania","0590","Skamania","73","590",2887,1688
"G5300610","1910","Washington","530","Snohomish","0610","Snohomish","73","610",59209,23950
"G5300630","1910","Washington","530","Spokane","0630","Spokane","73","630",139404,57542
"G5300650","1910","Washington","530","Stevens","0650","Stevens","73","650",25297,10543
"G5300670","1910","Washington","530","Thurston","0670","Thurston","73","670",17581,9927
"G5300690","1910","Washington","530","Wahkiakum","0690","Wahkiakum","73","690",3285,2819
"G5300710","1910","Washington","530","Walla Walla","0710","Walla Walla","73","710",31931,18680
"G5300730","1910","Washington","530","Whatcom","0730","Whatcom","73","730",49511,24116
"G5300750","1910","Washington","530","Whitman","0750","Whitman","73","750",33280,25360
"G5300770","1910","Washington","530","Yakima","0770","Yakima","73","770",41709,12510
"G5400010","1910","West Virginia","540","Barbour","0010","Barbour","56","10",15858,14198
"G5400030","1910","West Virginia","540","Berkeley","0030","Berkeley","56","30",21999,19469
"G5400050","1910","West Virginia","540","Boone","0050","Boone","56","50",10331,8194
"G5400070","1910","West Virginia","540","Braxton","0070","Braxton","56","70",23023,18904
"G5400090","1910","West Virginia","540","Brooke","0090","Brooke","56","90",11098,7219
"G5400110","1910","West Virginia","540","Cabell","0110","Cabell","56","110",46685,29252
"G5400130","1910","West Virginia","540","Calhoun","0130","Calhoun","56","130",11258,10266
"G5400150","1910","West Virginia","540","Clay","0150","Clay","56","150",10233,8248
"G5400170","1910","West Virginia","540","Doddridge","0170","Doddridge","56","170",12672,13689
"G5400190","1910","West Virginia","540","Fayette","0190","Fayette","56","190",51903,31987
"G5400210","1910","West Virginia","540","Gilmer","0210","Gilmer","56","210",11379,11762
"G5400230","1910","West Virginia","540","Grant","0230","Grant","56","230",7838,7275
"G5400250","1910","West Virginia","540","Greenbrier","0250","Greenbrier","56","250",24833,20683
"G5400270","1910","West Virginia","540","Hampshire","0270","Hampshire","56","270",11694,11806
"G5400290","1910","West Virginia","540","Hancock","0290","Hancock","56","290",10465,6693
"G5400310","1910","West Virginia","540","Hardy","0310","Hardy","56","310",9163,8449
"G5400330","1910","West Virginia","540","Harrison","0330","Harrison","56","330",48381,27690
"G5400350","1910","West Virginia","540","Jackson","0350","Jackson","56","350",20956,22987
"G5400370","1910","West Virginia","540","Jefferson","0370","Jefferson","56","370",15889,15935
"G5400390","1910","West Virginia","540","Kanawha","0390","Kanawha","56","390",81457,54696
"G5400410","1910","West Virginia","540","Lewis","0410","Lewis","56","410",18281,16980
"G5400430","1910","West Virginia","540","Lincoln","0430","Lincoln","56","430",20491,15434
"G5400450","1910","West Virginia","540","Logan","0450","Logan","56","450",14476,6955
"G5400470","1910","West Virginia","540","McDowell","0470","Mcdowell","56","470",47856,18747
"G5400490","1910","West Virginia","540","Marion","0490","Marion","56","490",42794,32430
"G5400510","1910","West Virginia","540","Marshall","0510","Marshall","56","510",32388,26444
"G5400530","1910","West Virginia","540","Mason","0530","Mason","56","530",23019,24142
"G5400550","1910","West Virginia","540","Mercer","0550","Mercer","56","550",38371,23023
"G5400570","1910","West Virginia","540","Mineral","0570","Mineral","56","570",16674,12883
"G5400590","1910","West Virginia","540","Mingo","0590","Mingo","56","590",19431,11359
"G5400610","1910","West Virginia","540","Monongalia","0610","Monongalia","56","610",24334,19049
"G5400630","1910","West Virginia","540","Monroe","0630","Monroe","56","630",13055,13130
"G5400650","1910","West Virginia","540","Morgan","0650","Morgan","56","650",7848,7294
"G5400670","1910","West Virginia","540","Nicholas","0670","Nicholas","56","670",17699,11403
"G5400690","1910","West Virginia","540","Ohio","0690","Ohio","56","690",57572,48024
"G5400710","1910","West Virginia","540","Pendleton","0710","Pendleton","56","710",9349,9167
"G5400730","1910","West Virginia","540","Pleasants","0730","Pleasants","56","730",8074,9345
"G5400750","1910","West Virginia","540","Pocahontas","0750","Pocahontas","56","750",14740,8572
"G5400770","1910","West Virginia","540","Preston","0770","Preston","56","770",26341,22727
"G5400790","1910","West Virginia","540","Putnam","0790","Putnam","56","790",18587,17330
"G5400810","1910","West Virginia","540","Raleigh","0810","Raleigh","56","810",25633,12436
"G5400830","1910","West Virginia","540","Randolph","0830","Randolph","56","830",26028,17670
"G5400850","1910","West Virginia","540","Ritchie","0850","Ritchie","56","850",17875,18901
"G5400870","1910","West Virginia","540","Roane","0870","Roane","56","870",21543,19852
"G5400890","1910","West Virginia","540","Summers","0890","Summers","56","890",18420,16265
"G5400910","1910","West Virginia","540","Taylor","0910","Taylor","56","910",16554,14978
"G5400930","1910","West Virginia","540","Tucker","0930","Tucker","56","930",18675,13433
"G5400950","1910","West Virginia","540","Tyler","0950","Tyler","56","950",16211,18252
"G5400970","1910","West Virginia","540","Upshur","0970","Upshur","56","970",16629,14696
"G5400990","1910","West Virginia","540","Wayne","0990","Wayne","56","990",24081,23619
"G5401010","1910","West Virginia","540","Webster","1010","Webster","56","1010",9680,8862
"G5401030","1910","West Virginia","540","Wetzel","1030","Wetzel","56","1030",23855,22880
"G5401050","1910","West Virginia","540","Wirt","1050","Wirt","56","1050",9047,10284
"G5401070","1910","West Virginia","540","Wood","1070","Wood","56","1070",38001,34452
"G5401090","1910","West Virginia","540","Wyoming","1090","Wyoming","56","1090",10392,8380
"G5500010","1910","Wisconsin","550","Adams","0010","Adams","25","10",8604,9141
"G5500030","1910","Wisconsin","550","Ashland","0030","Ashland","25","30",21965,20176
"G5500050","1910","Wisconsin","550","Barron","0050","Barron","25","50",29114,23677
"G5500070","1910","Wisconsin","550","Bayfield","0070","Bayfield","25","70",15987,14392
"G5500090","1910","Wisconsin","550","Brown","0090","Brown","25","90",54098,46359
"G5500110","1910","Wisconsin","550","Buffalo","0110","Buffalo","25","110",16006,16765
"G5500130","1910","Wisconsin","550","Burnett","0130","Burnett","25","130",9026,7478
"G5500150","1910","Wisconsin","550","Calumet","0150","Calumet","25","150",16701,17078
"G5500170","1910","Wisconsin","550","Chippewa","0170","Chippewa","25","170",32103,28656
"G5500190","1910","Wisconsin","550","Clark","0190","Clark","25","190",30074,25848
"G5500210","1910","Wisconsin","550","Columbia","0210","Columbia","25","210",31129,31121
"G5500230","1910","Wisconsin","550","Crawford","0230","Crawford","25","230",16288,17286
"G5500250","1910","Wisconsin","550","Dane","0250","Dane","25","250",77435,69435
"G5500270","1910","Wisconsin","550","Dodge","0270","Dodge","25","270",47436,46631
"G5500290","1910","Wisconsin","550","Door","0290","Door","25","290",18711,17583
"G5500310","1910","Wisconsin","550","Douglas","0310","Douglas","25","310",47422,36335
"G5500330","1910","Wisconsin","550","Dunn","0330","Dunn","25","330",25260,25043
"G5500350","1910","Wisconsin","550","Eau Claire","0350","Eau Claire","25","350",32721,31692
"G5500370","1910","Wisconsin","550","Florence","0370","Florence","25","370",3381,3197
"G5500390","1910","Wisconsin","550","Fond du Lac","0390","Fond Du Lac","25","390",51610,47589
"G5500410","1910","Wisconsin","550","Forest","0410","Forest","25","410",6782,1396
"G5500430","1910","Wisconsin","550","Grant","0430","Grant","25","430",39007,38881
"G5500450","1910","Wisconsin","550","Green","0450","Green","25","450",21641,22719
"G5500470","1910","Wisconsin","550","Green Lake","0470","Green Lake","25","470",15491,15797
"G5500490","1910","Wisconsin","550","Iowa","0490","Iowa","25","490",22497,23114
"G5500510","1910","Wisconsin","550","Iron","0510","Iron","25","510",8306,6616
"G5500530","1910","Wisconsin","550","Jackson","0530","Jackson","25","530",17075,17466
"G5500550","1910","Wisconsin","550","Jefferson","0550","Jefferson","25","550",34306,34789
"G5500570","1910","Wisconsin","550","Juneau","0570","Juneau","25","570",19569,20629
"G5500590","1910","Wisconsin","550","Kenosha","0590","Kenosha","25","590",32929,21707
"G5500610","1910","Wisconsin","550","Kewaunee","0610","Kewaunee","25","610",16784,17212
"G5500630","1910","Wisconsin","550","La Crosse","0630","La Crosse","25","630",43996,42997
"G5500650","1910","Wisconsin","550","Lafayette","0650","Lafayette","25","650",20075,20959
"G5500670","1910","Wisconsin","550","Langlade","0670","Langlade","25","670",17062,12553
"G5500690","1910","Wisconsin","550","Lincoln","0690","Lincoln","25","690",19064,16269
"G5500710","1910","Wisconsin","550","Manitowoc","0710","Manitowoc","25","710",44978,42261
"G5500730","1910","Wisconsin","550","Marathon","0730","Marathon","25","730",55054,43256
"G5500750","1910","Wisconsin","550","Marinette","0750","Marinette","25","750",33812,30822
"G5500770","1910","Wisconsin","550","Marquette","0770","Marquette","25","770",10741,10509
"G5500790","1910","Wisconsin","550","Milwaukee","0790","Milwaukee","25","790",433187,330017
"G5500810","1910","Wisconsin","550","Monroe","0810","Monroe","25","810",28881,28103
"G5500830","1910","Wisconsin","550","Oconto","0830","Oconto","25","830",25657,20874
"G5500850","1910","Wisconsin","550","Oneida","0850","Oneida","25","850",11433,8875
"G5500870","1910","Wisconsin","550","Outagamie","0870","Outagamie","25","870",49102,46247
"G5500890","1910","Wisconsin","550","Ozaukee","0890","Ozaukee","25","890",17123,16363
"G5500910","1910","Wisconsin","550","Pepin","0910","Pepin","25","910",7577,7905
"G5500930","1910","Wisconsin","550","Pierce","0930","Pierce","25","930",22079,23943
"G5500950","1910","Wisconsin","550","Polk","0950","Polk","25","950",21367,17801
"G5500970","1910","Wisconsin","550","Portage","0970","Portage","25","970",30945,29483
"G5500990","1910","Wisconsin","550","Price","0990","Price","25","990",13795,9106
"G5501010","1910","Wisconsin","550","Racine","1010","Racine","25","1010",57424,45644
"G5501030","1910","Wisconsin","550","Richland","1030","Richland","25","1030",18809,19483
"G5501050","1910","Wisconsin","550","Rock","1050","Rock","25","1050",55538,51203
"G5501070","1910","Wisconsin","550","Rusk","1070","Rusk","25","1070",11160,
"G5501090","1910","Wisconsin","550","St Croix","1090","St Croix","25","1090",25910,26830
"G5501110","1910","Wisconsin","550","Sauk","1110","Sauk","25","1110",32869,33006
"G5501130","1910","Wisconsin","550","Sawyer","1130","Sawyer","25","1130",6227,3593
"G5501150","1910","Wisconsin","550","Shawano","1150","Shawano","25","1150",31884,27475
"G5501170","1910","Wisconsin","550","Sheboygan","1170","Sheboygan","25","1170",54888,50345
"G5501190","1910","Wisconsin","550","Taylor","1190","Taylor","25","1190",13641,11262
"G5501210","1910","Wisconsin","550","Trempealeau","1210","Trempealeau","25","1210",22928,23114
"G5501230","1910","Wisconsin","550","Vernon","1230","Vernon","25","1230",28116,28351
"G5501250","1910","Wisconsin","550","Vilas","1250","Vilas","25","1250",6019,4929
"G5501270","1910","Wisconsin","550","Walworth","1270","Walworth","25","1270",29614,29259
"G5501290","1910","Wisconsin","550","Washburn","1290","Washburn","25","1290",8196,5521
"G5501310","1910","Wisconsin","550","Washington","1310","Washington","25","1310",23784,23589
"G5501330","1910","Wisconsin","550","Waukesha","1330","Waukesha","25","1330",37100,35229
"G5501350","1910","Wisconsin","550","Waupaca","1350","Waupaca","25","1350",32782,31615
"G5501370","1910","Wisconsin","550","Waushara","1370","Waushara","25","1370",18886,15972
"G5501390","1910","Wisconsin","550","Winnebago","1390","Winnebago","25","1390",62116,58225
"G5501410","1910","Wisconsin","550","Wood","1410","Wood","25","1410",30583,25865
"G5600010","1910","Wyoming","560","Albany","0010","Albany","68","10",11574,13084
"G5600030","1910","Wyoming","560","Big Horn","0030","Big Horn","68","30",8886,
"G5600070","1910","Wyoming","560","Carbon","0070","Carbon","68","70",11282,9589
"G5600090","1910","Wyoming","560","Converse","0090","Converse","68","90",6294,3337
