GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G2001470","1960","Kansas","200","Phillips","1470","Phillips","32","1470",8709
"G2001490","1960","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",11957
"G2001510","1960","Kansas","200","Pratt","1510","Pratt","32","1510",12122
"G2001530","1960","Kansas","200","Rawlins","1530","Rawlins","32","1530",5279
"G2001550","1960","Kansas","200","Reno","1550","Reno","32","1550",59055
"G2001570","1960","Kansas","200","Republic","1570","Republic","32","1570",9768
"G2001590","1960","Kansas","200","Rice","1590","Rice","32","1590",13909
"G2001610","1960","Kansas","200","Riley","1610","Riley","32","1610",41914
"G2001630","1960","Kansas","200","Rooks","1630","Rooks","32","1630",9734
"G2001650","1960","Kansas","200","Rush","1650","Rush","32","1650",6160
"G2001670","1960","Kansas","200","Russell","1670","Russell","32","1670",11348
"G2001690","1960","Kansas","200","Saline","1690","Saline","32","1690",54715
"G2001710","1960","Kansas","200","Scott","1710","Scott","32","1710",5228
"G2001730","1960","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",343231
"G2001750","1960","Kansas","200","Seward","1750","Seward","32","1750",15930
"G2001770","1960","Kansas","200","Shawnee","1770","Shawnee","32","1770",141286
"G2001790","1960","Kansas","200","Sheridan","1790","Sheridan","32","1790",4267
"G2001810","1960","Kansas","200","Sherman","1810","Sherman","32","1810",6682
"G2001830","1960","Kansas","200","Smith","1830","Smith","32","1830",7776
"G2001850","1960","Kansas","200","Stafford","1850","Stafford","32","1850",7451
"G2001870","1960","Kansas","200","Stanton","1870","Stanton","32","1870",2108
"G2001890","1960","Kansas","200","Stevens","1890","Stevens","32","1890",4400
"G2001910","1960","Kansas","200","Sumner","1910","Sumner","32","1910",25316
"G2001930","1960","Kansas","200","Thomas","1930","Thomas","32","1930",7358
"G2001950","1960","Kansas","200","Trego","1950","Trego","32","1950",5473
"G2001970","1960","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",6648
"G2001990","1960","Kansas","200","Wallace","1990","Wallace","32","1990",2069
"G2002010","1960","Kansas","200","Washington","2010","Washington","32","2010",10739
"G2002030","1960","Kansas","200","Wichita","2030","Wichita","32","2030",2765
"G2002050","1960","Kansas","200","Wilson","2050","Wilson","32","2050",13077
"G2002070","1960","Kansas","200","Woodson","2070","Woodson","32","2070",5423
"G2002090","1960","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",185495
"G2100010","1960","Kentucky","210","Adair","0010","Adair","51","10",14699
"G2100030","1960","Kentucky","210","Allen","0030","Allen","51","30",12269
"G2100050","1960","Kentucky","210","Anderson","0050","Anderson","51","50",8618
"G2100070","1960","Kentucky","210","Ballard","0070","Ballard","51","70",8291
"G2100090","1960","Kentucky","210","Barren","0090","Barren","51","90",28303
"G2100110","1960","Kentucky","210","Bath","0110","Bath","51","110",9114
"G2100130","1960","Kentucky","210","Bell","0130","Bell","51","130",35336
"G2100150","1960","Kentucky","210","Boone","0150","Boone","51","150",21940
"G2100170","1960","Kentucky","210","Bourbon","0170","Bourbon","51","170",18178
"G2100190","1960","Kentucky","210","Boyd","0190","Boyd","51","190",52163
"G2100210","1960","Kentucky","210","Boyle","0210","Boyle","51","210",21257
"G2100230","1960","Kentucky","210","Bracken","0230","Bracken","51","230",7422
"G2100250","1960","Kentucky","210","Breathitt","0250","Breathitt","51","250",15490
"G2100270","1960","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",14734
"G2100290","1960","Kentucky","210","Bullitt","0290","Bullitt","51","290",15726
"G2100310","1960","Kentucky","210","Butler","0310","Butler","51","310",9586
"G2100330","1960","Kentucky","210","Caldwell","0330","Caldwell","51","330",13073
"G2100350","1960","Kentucky","210","Calloway","0350","Calloway","51","350",20972
"G2100370","1960","Kentucky","210","Campbell","0370","Campbell","51","370",86803
"G2100390","1960","Kentucky","210","Carlisle","0390","Carlisle","51","390",5608
"G2100410","1960","Kentucky","210","Carroll","0410","Carroll","51","410",7978
"G2100430","1960","Kentucky","210","Carter","0430","Carter","51","430",20817
"G2100450","1960","Kentucky","210","Casey","0450","Casey","51","450",14327
"G2100470","1960","Kentucky","210","Christian","0470","Christian","51","470",56904
"G2100490","1960","Kentucky","210","Clark","0490","Clark","51","490",21075
"G2100510","1960","Kentucky","210","Clay","0510","Clay","51","510",20748
"G2100530","1960","Kentucky","210","Clinton","0530","Clinton","51","530",8886
"G2100550","1960","Kentucky","210","Crittenden","0550","Crittenden","51","550",8648
"G2100570","1960","Kentucky","210","Cumberland","0570","Cumberland","51","570",7835
"G2100590","1960","Kentucky","210","Daviess","0590","Daviess","51","590",70588
"G2100610","1960","Kentucky","210","Edmonson","0610","Edmonson","51","610",8085
"G2100630","1960","Kentucky","210","Elliott","0630","Elliott","51","630",6330
"G2100650","1960","Kentucky","210","Estill","0650","Estill","51","650",12466
"G2100670","1960","Kentucky","210","Fayette","0670","Fayette","51","670",131906
"G2100690","1960","Kentucky","210","Fleming","0690","Fleming","51","690",10890
"G2100710","1960","Kentucky","210","Floyd","0710","Floyd","51","710",41642
"G2100730","1960","Kentucky","210","Franklin","0730","Franklin","51","730",29421
"G2100750","1960","Kentucky","210","Fulton","0750","Fulton","51","750",11256
"G2100770","1960","Kentucky","210","Gallatin","0770","Gallatin","51","770",3867
"G2100790","1960","Kentucky","210","Garrard","0790","Garrard","51","790",9747
"G2100810","1960","Kentucky","210","Grant","0810","Grant","51","810",9489
"G2100830","1960","Kentucky","210","Graves","0830","Graves","51","830",30021
"G2100850","1960","Kentucky","210","Grayson","0850","Grayson","51","850",15834
"G2100870","1960","Kentucky","210","Green","0870","Green","51","870",11249
"G2100890","1960","Kentucky","210","Greenup","0890","Greenup","51","890",29238
"G2100910","1960","Kentucky","210","Hancock","0910","Hancock","51","910",5330
"G2100930","1960","Kentucky","210","Hardin","0930","Hardin","51","930",67789
"G2100950","1960","Kentucky","210","Harlan","0950","Harlan","51","950",51107
"G2100970","1960","Kentucky","210","Harrison","0970","Harrison","51","970",13704
"G2100990","1960","Kentucky","210","Hart","0990","Hart","51","990",14119
"G2101010","1960","Kentucky","210","Henderson","1010","Henderson","51","1010",33519
"G2101030","1960","Kentucky","210","Henry","1030","Henry","51","1030",10987
"G2101050","1960","Kentucky","210","Hickman","1050","Hickman","51","1050",6747
"G2101070","1960","Kentucky","210","Hopkins","1070","Hopkins","51","1070",38458
"G2101090","1960","Kentucky","210","Jackson","1090","Jackson","51","1090",10677
"G2101110","1960","Kentucky","210","Jefferson","1110","Jefferson","51","1110",610947
"G2101130","1960","Kentucky","210","Jessamine","1130","Jessamine","51","1130",13625
"G2101150","1960","Kentucky","210","Johnson","1150","Johnson","51","1150",19748
"G2101170","1960","Kentucky","210","Kenton","1170","Kenton","51","1170",120700
"G2101190","1960","Kentucky","210","Knott","1190","Knott","51","1190",17362
"G2101210","1960","Kentucky","210","Knox","1210","Knox","51","1210",25258
"G2101230","1960","Kentucky","210","Larue","1230","Larue","51","1230",10346
"G2101250","1960","Kentucky","210","Laurel","1250","Laurel","51","1250",24901
"G2101270","1960","Kentucky","210","Lawrence","1270","Lawrence","51","1270",12134
"G2101290","1960","Kentucky","210","Lee","1290","Lee","51","1290",7420
"G2101310","1960","Kentucky","210","Leslie","1310","Leslie","51","1310",10941
"G2101330","1960","Kentucky","210","Letcher","1330","Letcher","51","1330",30102
"G2101350","1960","Kentucky","210","Lewis","1350","Lewis","51","1350",13115
"G2101370","1960","Kentucky","210","Lincoln","1370","Lincoln","51","1370",16503
"G2101390","1960","Kentucky","210","Livingston","1390","Livingston","51","1390",7029
"G2101410","1960","Kentucky","210","Logan","1410","Logan","51","1410",20896
"G2101430","1960","Kentucky","210","Lyon","1430","Lyon","51","1430",5924
"G2101450","1960","Kentucky","210","McCracken","1450","Mccracken","51","1450",57306
"G2101470","1960","Kentucky","210","McCreary","1470","Mccreary","51","1470",12463
"G2101490","1960","Kentucky","210","McLean","1490","Mclean","51","1490",9355
"G2101510","1960","Kentucky","210","Madison","1510","Madison","51","1510",33482
"G2101530","1960","Kentucky","210","Magoffin","1530","Magoffin","51","1530",11156
"G2101550","1960","Kentucky","210","Marion","1550","Marion","51","1550",16887
"G2101570","1960","Kentucky","210","Marshall","1570","Marshall","51","1570",16736
"G2101590","1960","Kentucky","210","Martin","1590","Martin","51","1590",10201
"G2101610","1960","Kentucky","210","Mason","1610","Mason","51","1610",18454
"G2101630","1960","Kentucky","210","Meade","1630","Meade","51","1630",18938
"G2101650","1960","Kentucky","210","Menifee","1650","Menifee","51","1650",4276
"G2101670","1960","Kentucky","210","Mercer","1670","Mercer","51","1670",14596
"G2101690","1960","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",8367
"G2101710","1960","Kentucky","210","Monroe","1710","Monroe","51","1710",11799
"G2101730","1960","Kentucky","210","Montgomery","1730","Montgomery","51","1730",13461
"G2101750","1960","Kentucky","210","Morgan","1750","Morgan","51","1750",11056
"G2101770","1960","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",27791
"G2101790","1960","Kentucky","210","Nelson","1790","Nelson","51","1790",22168
"G2101810","1960","Kentucky","210","Nicholas","1810","Nicholas","51","1810",6677
"G2101830","1960","Kentucky","210","Ohio","1830","Ohio","51","1830",17725
"G2101850","1960","Kentucky","210","Oldham","1850","Oldham","51","1850",13388
"G2101870","1960","Kentucky","210","Owen","1870","Owen","51","1870",8237
"G2101890","1960","Kentucky","210","Owsley","1890","Owsley","51","1890",5369
"G2101910","1960","Kentucky","210","Pendleton","1910","Pendleton","51","1910",9968
"G2101930","1960","Kentucky","210","Perry","1930","Perry","51","1930",34961
"G2101950","1960","Kentucky","210","Pike","1950","Pike","51","1950",68264
"G2101970","1960","Kentucky","210","Powell","1970","Powell","51","1970",6674
"G2101990","1960","Kentucky","210","Pulaski","1990","Pulaski","51","1990",34403
"G2102010","1960","Kentucky","210","Robertson","2010","Robertson","51","2010",2443
"G2102030","1960","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",12334
"G2102050","1960","Kentucky","210","Rowan","2050","Rowan","51","2050",12808
"G2102070","1960","Kentucky","210","Russell","2070","Russell","51","2070",11076
"G2102090","1960","Kentucky","210","Scott","2090","Scott","51","2090",15376
"G2102110","1960","Kentucky","210","Shelby","2110","Shelby","51","2110",18493
"G2102130","1960","Kentucky","210","Simpson","2130","Simpson","51","2130",11548
"G2102150","1960","Kentucky","210","Spencer","2150","Spencer","51","2150",5680
"G2102170","1960","Kentucky","210","Taylor","2170","Taylor","51","2170",16285
"G2102190","1960","Kentucky","210","Todd","2190","Todd","51","2190",11364
"G2102210","1960","Kentucky","210","Trigg","2210","Trigg","51","2210",8870
"G2102230","1960","Kentucky","210","Trimble","2230","Trimble","51","2230",5102
"G2102250","1960","Kentucky","210","Union","2250","Union","51","2250",14537
"G2102270","1960","Kentucky","210","Warren","2270","Warren","51","2270",45491
"G2102290","1960","Kentucky","210","Washington","2290","Washington","51","2290",11168
"G2102310","1960","Kentucky","210","Wayne","2310","Wayne","51","2310",14700
"G2102330","1960","Kentucky","210","Webster","2330","Webster","51","2330",14244
"G2102350","1960","Kentucky","210","Whitley","2350","Whitley","51","2350",25815
"G2102370","1960","Kentucky","210","Wolfe","2370","Wolfe","51","2370",6534
"G2102390","1960","Kentucky","210","Woodford","2390","Woodford","51","2390",11913
"G2200010","1960","Louisiana","220","Acadia","0010","Acadia","45","10",49931
"G2200030","1960","Louisiana","220","Allen","0030","Allen","45","30",19867
"G2200050","1960","Louisiana","220","Ascension","0050","Ascension","45","50",27927
"G2200070","1960","Louisiana","220","Assumption","0070","Assumption","45","70",17991
"G2200090","1960","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",37606
"G2200110","1960","Louisiana","220","Beauregard","0110","Beauregard","45","110",19191
"G2200130","1960","Louisiana","220","Bienville","0130","Bienville","45","130",16726
"G2200150","1960","Louisiana","220","Bossier","0150","Bossier","45","150",57622
"G2200170","1960","Louisiana","220","Caddo","0170","Caddo","45","170",223859
"G2200190","1960","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",145475
"G2200210","1960","Louisiana","220","Caldwell","0210","Caldwell","45","210",9004
"G2200230","1960","Louisiana","220","Cameron","0230","Cameron","45","230",6909
"G2200250","1960","Louisiana","220","Catahoula","0250","Catahoula","45","250",11421
"G2200270","1960","Louisiana","220","Claiborne","0270","Claiborne","45","270",19407
"G2200290","1960","Louisiana","220","Concordia","0290","Concordia","45","290",20467
"G2200310","1960","Louisiana","220","De Soto","0310","De Soto","45","310",24248
"G2200330","1960","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",230058
"G2200350","1960","Louisiana","220","East Carroll","0350","East Carroll","45","350",14433
"G2200370","1960","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",20198
"G2200390","1960","Louisiana","220","Evangeline","0390","Evangeline","45","390",31639
"G2200410","1960","Louisiana","220","Franklin","0410","Franklin","45","410",26088
"G2200430","1960","Louisiana","220","Grant","0430","Grant","45","430",13330
"G2200450","1960","Louisiana","220","Iberia","0450","Iberia","45","450",51657
"G2200470","1960","Louisiana","220","Iberville","0470","Iberville","45","470",29939
"G2200490","1960","Louisiana","220","Jackson","0490","Jackson","45","490",15828
"G2200510","1960","Louisiana","220","Jefferson","0510","Jefferson","45","510",208769
"G2200530","1960","Louisiana","220","Jefferson Davis","0530","Jefferson Davis","45","530",29825
"G2200550","1960","Louisiana","220","Lafayette","0550","Lafayette","45","550",84656
"G2200570","1960","Louisiana","220","Lafourche","0570","Lafourche","45","570",55381
"G2200590","1960","Louisiana","220","La Salle","0590","La Salle","45","590",13011
"G2200610","1960","Louisiana","220","Lincoln","0610","Lincoln","45","610",28535
"G2200630","1960","Louisiana","220","Livingston","0630","Livingston","45","630",26974
"G2200650","1960","Louisiana","220","Madison","0650","Madison","45","650",16444
"G2200670","1960","Louisiana","220","Morehouse","0670","Morehouse","45","670",33709
"G2200690","1960","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",35653
"G2200710","1960","Louisiana","220","Orleans","0710","Orleans","45","710",627525
"G2200730","1960","Louisiana","220","Ouachita","0730","Ouachita","45","730",101663
"G2200750","1960","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",22545
"G2200770","1960","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",22488
"G2200790","1960","Louisiana","220","Rapides","0790","Rapides","45","790",111351
"G2200810","1960","Louisiana","220","Red River","0810","Red River","45","810",9978
"G2200830","1960","Louisiana","220","Richland","0830","Richland","45","830",23824
"G2200850","1960","Louisiana","220","Sabine","0850","Sabine","45","850",18564
"G2200870","1960","Louisiana","220","St Bernard","0870","St Bernard","45","870",32186
"G2200890","1960","Louisiana","220","St Charles","0890","St Charles","45","890",21219
